year,state,region,latitude,longitude,source,generation
2018,Himachal Pradesh,NR,31.1048,77.1734,bio_power,0.0
2018,Jammu and Kashmir,NR,33.7782,76.5762,bio_power,0.0
2018,Punjab,NR,31.1471,75.3412,bio_power,815.37
2018,Rajasthan,WR,27.0238,74.2179,bio_power,284.75
2018,Uttar Pradesh,NR,26.8467,80.9462,bio_power,2649.76
2018,Uttarakhand,NR,30.0668,79.0193,bio_power,52.85
2018,Chhattisgarh,WR,21.2787,81.8661,bio_power,778.0
2018,Gujarat,WR,22.2587,71.1924,bio_power,24.83
2018,Madhya Pradesh,WR,22.9734,78.6569,bio_power,64.02
2018,Maharashtra,WR,19.7515,75.7139,bio_power,2467.0
2018,Dadra and Nagar Haveli,WR,20.1809,73.0169,bio_power,0.0
2018,Daman and Diu,WR,20.4283,72.8397,bio_power,0.0
2018,Andhra Pradesh,SR,15.9129,79.74,bio_power,290.16
2018,Telangana,SR,18.1124,79.0193,bio_power,282.4
2018,Karnataka,SR,15.3173,75.7139,bio_power,1510.38
2018,Kerala,SR,10.8505,76.2711,bio_power,0.0
2018,Tamil Nadu,SR,11.1271,78.6569,bio_power,618.81
2018,Lakshadweep,SR,10.5667,72.6417,bio_power,0.0
2018,Puducherry,SR,11.9416,79.8083,bio_power,0.0
2018,Andaman Nicobar,IS,11.7401,92.6586,bio_power,0.0
2018,Bihar,ER,25.0961,85.3131,bio_power,86.63
2018,Jharkhand,ER,23.6102,85.2799,bio_power,0.0
2018,Odisha,ER,20.9517,85.0985,bio_power,34.09
2018,Sikkim,ER,27.533,88.5122,bio_power,0.0
2018,West Bengal,ER,22.9868,87.855,bio_power,1160.92
2018,Arunachal Pradesh,NER,28.218,94.7278,bio_power,0.0
2018,Assam,NER,26.2006,92.9376,bio_power,0.0
2018,Manipur,NER,24.6637,93.9063,bio_power,0.0
2018,Meghalaya,NER,25.467,91.3662,bio_power,0.0
2018,Mizoram,NER,23.1645,92.9376,bio_power,0.0
2018,Nagaland,NER,26.1584,94.5624,bio_power,0.0
2018,Tripura,NER,23.9408,91.9882,bio_power,0.0
2018,Chandigarh,NR,30.7333,76.7794,large_hydro,0.0
2018,Delhi,NR,28.7041,77.1025,large_hydro,0.0
2018,Haryana,NR,29.0588,76.0856,large_hydro,0.0
2018,Himachal Pradesh,NR,31.1048,77.1734,large_hydro,35820.984000000004
2018,Jammu and Kashmir,NR,33.7782,76.5762,large_hydro,16041.348000000002
2018,Punjab,NR,31.1471,75.3412,large_hydro,4149.11
2018,Rajasthan,WR,27.0238,74.2179,large_hydro,558.8140000000001
2018,Uttar Pradesh,NR,26.8467,80.9462,large_hydro,1095.0819999999999
2018,Uttarakhand,NR,30.0668,79.0193,large_hydro,13138.354000000001
2018,Chhattisgarh,WR,21.2787,81.8661,large_hydro,273.26800000000003
2018,Gujarat,WR,22.2587,71.1924,large_hydro,3648.4899999999993
2018,Madhya Pradesh,WR,22.9734,78.6569,large_hydro,5168.608
2018,Maharashtra,WR,19.7515,75.7139,large_hydro,5108.411999999999
2018,Dadra and Nagar Haveli,WR,20.1809,73.0169,large_hydro,0.0
2018,Daman and Diu,WR,20.4283,72.8397,large_hydro,0.0
2018,Andhra Pradesh,SR,15.9129,79.74,large_hydro,2733.9759999999997
2018,Telangana,SR,18.1124,79.0193,large_hydro,3829.1299999999997
2018,Karnataka,SR,15.3173,75.7139,large_hydro,11753.774
2018,Kerala,SR,10.8505,76.2711,large_hydro,6389.856
2018,Tamil Nadu,SR,11.1271,78.6569,large_hydro,4736.628000000001
2018,Lakshadweep,SR,10.5667,72.6417,large_hydro,0.0
2018,Puducherry,SR,11.9416,79.8083,large_hydro,0.0
2018,Andaman Nicobar,IS,11.7401,92.6586,large_hydro,0.0
2018,Bihar,ER,25.0961,85.3131,large_hydro,0.0
2018,Jharkhand,ER,23.6102,85.2799,large_hydro,246.848
2018,Odisha,ER,20.9517,85.0985,large_hydro,5751.944000000001
2018,Sikkim,ER,27.533,88.5122,large_hydro,10148.61
2018,West Bengal,ER,22.9868,87.855,large_hydro,2890.4980000000005
2018,Arunachal Pradesh,NER,28.218,94.7278,large_hydro,2832.8779999999997
2018,Assam,NER,26.2006,92.9376,large_hydro,840.55
2018,Manipur,NER,24.6637,93.9063,large_hydro,466.93
2018,Meghalaya,NER,25.467,91.3662,large_hydro,928.5020000000001
2018,Mizoram,NER,23.1645,92.9376,large_hydro,149.62800000000001
2018,Nagaland,NER,26.1584,94.5624,large_hydro,172.724
2018,Tripura,NER,23.9408,91.9882,large_hydro,0.0
2019,Chandigarh,NR,30.7333,76.7794,wind,0.0
2019,Delhi,NR,28.7041,77.1025,wind,0.0
2019,Haryana,NR,29.0588,76.0856,wind,0.0
2019,Himachal Pradesh,NR,31.1048,77.1734,wind,0.0
2019,Jammu and Kashmir,NR,33.7782,76.5762,wind,0.0
2019,Ladkh,NR,34.1526,77.5771,wind,0.0
2019,Punjab,NR,31.1471,75.3412,wind,0.0
2019,Rajasthan,WR,27.0238,74.2179,wind,6403.78
2019,Uttar Pradesh,NR,26.8467,80.9462,wind,0.0
2019,Uttarakhand,NR,30.0668,79.0193,wind,0.0
2019,Chhattisgarh,WR,21.2787,81.8661,wind,0.0
2019,Gujarat,WR,22.2587,71.1924,wind,11389.29
2019,Madhya Pradesh,WR,22.9734,78.6569,wind,4965.95
2019,Maharashtra,WR,19.7515,75.7139,wind,7575.14
2019,Dadra and Nagar Haveli,WR,20.1809,73.0169,wind,0.0
2019,Daman and Diu,WR,20.4283,72.8397,wind,0.0
2019,Goa,WR,15.2993,74.124,wind,0.0
2019,Andhra Pradesh,SR,15.9129,79.74,wind,8869.85
2019,Telangana,SR,18.1124,79.0193,wind,274.83
2019,Karnataka,SR,15.3173,75.7139,wind,9778.25
2019,Kerala,SR,10.8505,76.2711,wind,107.94
2019,Tamil Nadu,SR,11.1271,78.6569,wind,12600.85
2019,Lakshadweep,SR,10.5667,72.6417,wind,0.0
2019,Puducherry,SR,11.9416,79.8083,wind,0.0
2019,Andaman Nicobar,IS,11.7401,92.6586,wind,0.0
2019,Bihar,ER,25.0961,85.3131,wind,12.28
2019,Jharkhand,ER,23.6102,85.2799,wind,0.0
2019,Odisha,ER,20.9517,85.0985,wind,58.23
2019,Sikkim,ER,27.533,88.5122,wind,0.0
2019,West Bengal,ER,22.9868,87.855,wind,0.0
2019,Arunachal Pradesh,NER,28.218,94.7278,wind,0.0
2019,Assam,NER,26.2006,92.9376,wind,0.0
2019,Manipur,NER,24.6637,93.9063,wind,0.0
2019,Meghalaya,NER,25.467,91.3662,wind,0.0
2019,Mizoram,NER,23.1645,92.9376,wind,0.0
2019,Nagaland,NER,26.1584,94.5624,wind,0.0
2019,Tripura,NER,23.9408,91.9882,wind,0.0
2019,Chandigarh,NR,30.7333,76.7794,solar,13.51
2019,Delhi,NR,28.7041,77.1025,solar,10.83
2019,Haryana,NR,29.0588,76.0856,solar,72.47
2019,Himachal Pradesh,NR,31.1048,77.1734,solar,0.0
2019,Jammu and Kashmir,NR,33.7782,76.5762,solar,0.0
2019,Ladkh,NR,34.1526,77.5771,solar,0.0
2019,Punjab,NR,31.1471,75.3412,solar,1492.9
2019,Rajasthan,WR,27.0238,74.2179,solar,5109.35
2019,Uttar Pradesh,NR,26.8467,80.9462,solar,1235.08
2019,Uttarakhand,NR,30.0668,79.0193,solar,318.29
2019,Chhattisgarh,WR,21.2787,81.8661,solar,335.15
2019,Gujarat,WR,22.2587,71.1924,solar,2410.32
2019,Madhya Pradesh,WR,22.9734,78.6569,solar,2982.29
2019,Maharashtra,WR,19.7515,75.7139,solar,2206.62
2019,Dadra and Nagar Haveli,WR,20.1809,73.0169,solar,5.76
2019,Daman and Diu,WR,20.4283,72.8397,solar,18.94
2019,Goa,WR,15.2993,74.124,solar,0.0
2019,Andhra Pradesh,SR,15.9129,79.74,solar,4965.96
2019,Telangana,SR,18.1124,79.0193,solar,6312.26
2019,Karnataka,SR,15.3173,75.7139,solar,7575.83
2019,Kerala,SR,10.8505,76.2711,solar,110.84
2019,Tamil Nadu,SR,11.1271,78.6569,solar,3554.5
2019,Lakshadweep,SR,10.5667,72.6417,solar,1.11
2019,Puducherry,SR,11.9416,79.8083,solar,2.58
2019,Andaman Nicobar,IS,11.7401,92.6586,solar,13.86
2019,Bihar,ER,25.0961,85.3131,solar,179.89
2019,Jharkhand,ER,23.6102,85.2799,solar,19.15
2019,Odisha,ER,20.9517,85.0985,solar,263.03
2019,Sikkim,ER,27.533,88.5122,solar,0.0
2019,West Bengal,ER,22.9868,87.855,solar,40.65
2019,Arunachal Pradesh,NER,28.218,94.7278,solar,1.2
2019,Assam,NER,26.2006,92.9376,solar,6.67
2019,Manipur,NER,24.6637,93.9063,solar,1.88
2019,Meghalaya,NER,25.467,91.3662,solar,0.0
2019,Mizoram,NER,23.1645,92.9376,solar,0.12
2019,Nagaland,NER,26.1584,94.5624,solar,0.0
2019,Tripura,NER,23.9408,91.9882,solar,7.14
2019,Chandigarh,NR,30.7333,76.7794,small_hydro,0.0
2019,Delhi,NR,28.7041,77.1025,small_hydro,0.0
2019,Haryana,NR,29.0588,76.0856,small_hydro,250.84
2019,Himachal Pradesh,NR,31.1048,77.1734,small_hydro,2287.93
2019,Jammu and Kashmir,NR,33.7782,76.5762,small_hydro,312.2
2019,Ladkh,NR,34.1526,77.5771,small_hydro,0.0
2019,Punjab,NR,31.1471,75.3412,small_hydro,351.22
2019,Rajasthan,WR,27.0238,74.2179,small_hydro,5.18
2019,Uttar Pradesh,NR,26.8467,80.9462,small_hydro,31.29
2019,Uttarakhand,NR,30.0668,79.0193,small_hydro,676.79
2019,Chhattisgarh,WR,21.2787,81.8661,small_hydro,80.05
2019,Gujarat,WR,22.2587,71.1924,small_hydro,86.19
2019,Madhya Pradesh,WR,22.9734,78.6569,small_hydro,145.47
2019,Maharashtra,WR,19.7515,75.7139,small_hydro,759.07
2019,Dadra and Nagar Haveli,WR,20.1809,73.0169,small_hydro,0.0
2019,Daman and Diu,WR,20.4283,72.8397,small_hydro,0.0
2019,Goa,WR,15.2993,74.124,small_hydro,0.0
2019,Andhra Pradesh,SR,15.9129,79.74,small_hydro,193.12
2019,Telangana,SR,18.1124,79.0193,small_hydro,51.17
2019,Karnataka,SR,15.3173,75.7139,small_hydro,1803.09
2019,Kerala,SR,10.8505,76.2711,small_hydro,551.55
2019,Tamil Nadu,SR,11.1271,78.6569,small_hydro,347.97
2019,Lakshadweep,SR,10.5667,72.6417,small_hydro,0.0
2019,Puducherry,SR,11.9416,79.8083,small_hydro,0.0
2019,Andaman Nicobar,IS,11.7401,92.6586,small_hydro,16.57
2019,Bihar,ER,25.0961,85.3131,small_hydro,27.74
2019,Jharkhand,ER,23.6102,85.2799,small_hydro,1.76
2019,Odisha,ER,20.9517,85.0985,small_hydro,266.1
2019,Sikkim,ER,27.533,88.5122,small_hydro,28.11
2019,West Bengal,ER,22.9868,87.855,small_hydro,161.85
2019,Arunachal Pradesh,NER,28.218,94.7278,small_hydro,0.55
2019,Assam,NER,26.2006,92.9376,small_hydro,14.06
2019,Manipur,NER,24.6637,93.9063,small_hydro,0.0
2019,Meghalaya,NER,25.467,91.3662,small_hydro,50.51
2019,Mizoram,NER,23.1645,92.9376,small_hydro,39.96
2019,Nagaland,NER,26.1584,94.5624,small_hydro,87.46
2019,Tripura,NER,23.9408,91.9882,small_hydro,74.94
2019,Chandigarh,NR,30.7333,76.7794,bio_power,0.0
2019,Delhi,NR,28.7041,77.1025,bio_power,276.81
2019,Haryana,NR,29.0588,76.0856,bio_power,339.05
2019,Himachal Pradesh,NR,31.1048,77.1734,bio_power,0.0
2019,Jammu and Kashmir,NR,33.7782,76.5762,bio_power,0.0
2019,Ladkh,NR,34.1526,77.5771,bio_power,0.0
2019,Punjab,NR,31.1471,75.3412,bio_power,601.08
2019,Rajasthan,WR,27.0238,74.2179,bio_power,345.09
2019,Uttar Pradesh,NR,26.8467,80.9462,bio_power,4428.44
2019,Uttarakhand,NR,30.0668,79.0193,bio_power,109.89
2019,Chhattisgarh,WR,21.2787,81.8661,bio_power,529.89
2019,Gujarat,WR,22.2587,71.1924,bio_power,80.37
2019,Madhya Pradesh,WR,22.9734,78.6569,bio_power,163.45
2019,Maharashtra,WR,19.7515,75.7139,bio_power,4434.06
2019,Dadra and Nagar Haveli,WR,20.1809,73.0169,bio_power,0.0
2019,Daman and Diu,WR,20.4283,72.8397,bio_power,0.0
2019,Goa,WR,15.2993,74.124,bio_power,0.0
2019,Andhra Pradesh,SR,15.9129,79.74,bio_power,521.58
2019,Telangana,SR,18.1124,79.0193,bio_power,407.73
2019,Karnataka,SR,15.3173,75.7139,bio_power,2500.37
2019,Kerala,SR,10.8505,76.2711,bio_power,0.0
2019,Tamil Nadu,SR,11.1271,78.6569,bio_power,395.17
2019,Lakshadweep,SR,10.5667,72.6417,bio_power,0.0
2019,Puducherry,SR,11.9416,79.8083,bio_power,0.0
2019,Andaman Nicobar,IS,11.7401,92.6586,bio_power,0.0
2019,Bihar,ER,25.0961,85.3131,bio_power,268.23
2019,Jharkhand,ER,23.6102,85.2799,bio_power,0.81
2019,Odisha,ER,20.9517,85.0985,bio_power,66.08
2019,Sikkim,ER,27.533,88.5122,bio_power,0.0
2019,West Bengal,ER,22.9868,87.855,bio_power,1283.69
2019,Arunachal Pradesh,NER,28.218,94.7278,bio_power,0.0
2019,Assam,NER,26.2006,92.9376,bio_power,0.0
2019,Manipur,NER,24.6637,93.9063,bio_power,0.0
2019,Meghalaya,NER,25.467,91.3662,bio_power,0.0
2019,Mizoram,NER,23.1645,92.9376,bio_power,0.0
2019,Nagaland,NER,26.1584,94.5624,bio_power,0.0
2019,Tripura,NER,23.9408,91.9882,bio_power,0.0
2019,Chandigarh,NR,30.7333,76.7794,large_hydro,0.0
2019,Delhi,NR,28.7041,77.1025,large_hydro,0.0
2019,Haryana,NR,29.0588,76.0856,large_hydro,0.0
2019,Himachal Pradesh,NR,31.1048,77.1734,large_hydro,35908.55
2019,Jammu and Kashmir,NR,33.7782,76.5762,large_hydro,16387.07
2019,Ladkh,NR,34.1526,77.5771,large_hydro,154.51
2019,Punjab,NR,31.1471,75.3412,large_hydro,4335.4
2019,Rajasthan,WR,27.0238,74.2179,large_hydro,698.4
2019,Uttar Pradesh,NR,26.8467,80.9462,large_hydro,1176.36
2019,Uttarakhand,NR,30.0668,79.0193,large_hydro,13741.12
2019,Chhattisgarh,WR,21.2787,81.8661,large_hydro,243.08
2019,Gujarat,WR,22.2587,71.1924,large_hydro,1042.81
2019,Madhya Pradesh,WR,22.9734,78.6569,large_hydro,3396.67
2019,Maharashtra,WR,19.7515,75.7139,large_hydro,5076.86
2019,Dadra and Nagar Haveli,WR,20.1809,73.0169,large_hydro,0.0
2019,Daman and Diu,WR,20.4283,72.8397,large_hydro,0.0
2019,Goa,WR,15.2993,74.124,large_hydro,0.0
2019,Andhra Pradesh,SR,15.9129,79.74,large_hydro,2272.94
2019,Telangana,SR,18.1124,79.0193,large_hydro,1744.61
2019,Karnataka,SR,15.3173,75.7139,large_hydro,12187.69
2019,Kerala,SR,10.8505,76.2711,large_hydro,7320.21
2019,Tamil Nadu,SR,11.1271,78.6569,large_hydro,5281.59
2019,Lakshadweep,SR,10.5667,72.6417,large_hydro,0.0
2019,Puducherry,SR,11.9416,79.8083,large_hydro,0.0
2019,Andaman Nicobar,IS,11.7401,92.6586,large_hydro,0.0
2019,Bihar,ER,25.0961,85.3131,large_hydro,0.0
2019,Jharkhand,ER,23.6102,85.2799,large_hydro,180.98
2019,Odisha,ER,20.9517,85.0985,large_hydro,6777.45
2019,Sikkim,ER,27.533,88.5122,large_hydro,9022.07
2019,West Bengal,ER,22.9868,87.855,large_hydro,2919.81
2019,Arunachal Pradesh,NER,28.218,94.7278,large_hydro,1399.02
2019,Assam,NER,26.2006,92.9376,large_hydro,1694.36
2019,Manipur,NER,24.6637,93.9063,large_hydro,602.61
2019,Meghalaya,NER,25.467,91.3662,large_hydro,929.53
2019,Mizoram,NER,23.1645,92.9376,large_hydro,168.44
2019,Nagaland,NER,26.1584,94.5624,large_hydro,231.47
2019,Tripura,NER,23.9408,91.9882,large_hydro,0.0
2020,Chandigarh,NR,30.7333,76.7794,wind,0.0
2020,Delhi,NR,28.7041,77.1025,wind,0.0
2020,Haryana,NR,29.0588,76.0856,wind,0.0
2020,Himachal Pradesh,NR,31.1048,77.1734,wind,0.0
2020,Jammu and Kashmir,NR,33.7782,76.5762,wind,0.0
2020,Ladkh,NR,34.1526,77.5771,wind,0.0
2020,Punjab,NR,31.1471,75.3412,wind,16.9
2020,Rajasthan,WR,27.0238,74.2179,wind,6155.8
2020,Uttar Pradesh,NR,26.8467,80.9462,wind,0.0
2020,Uttarakhand,NR,30.0668,79.0193,wind,0.0
2020,Chhattisgarh,WR,21.2787,81.8661,wind,0.0
2020,Gujarat,WR,22.2587,71.1924,wind,13748.53
2020,Madhya Pradesh,WR,22.9734,78.6569,wind,4425.99
2020,Maharashtra,WR,19.7515,75.7139,wind,7984.27
2020,Dadra and Nagar Haveli,WR,20.1809,73.0169,wind,0.0
2020,Daman and Diu,WR,20.4283,72.8397,wind,0.0
2020,Goa,WR,15.2993,74.124,wind,0.0
2020,Andhra Pradesh,SR,15.9129,79.74,wind,7626.63
2020,Telangana,SR,18.1124,79.0193,wind,238.25
2020,Karnataka,SR,15.3173,75.7139,wind,10148.66
2020,Kerala,SR,10.8505,76.2711,wind,119.76
2020,Tamil Nadu,SR,11.1271,78.6569,wind,14126.93
2020,Lakshadweep,SR,10.5667,72.6417,wind,0.0
2020,Puducherry,SR,11.9416,79.8083,wind,0.0
2020,Andaman Nicobar,IS,11.7401,92.6586,wind,0.0
2020,Bihar,ER,25.0961,85.3131,wind,0.0
2020,Jharkhand,ER,23.6102,85.2799,wind,0.0
2020,Odisha,ER,20.9517,85.0985,wind,54.66
2020,Sikkim,ER,27.533,88.5122,wind,0.0
2020,West Bengal,ER,22.9868,87.855,wind,0.0
2020,Arunachal Pradesh,NER,28.218,94.7278,wind,0.0
2020,Assam,NER,26.2006,92.9376,wind,0.0
2020,Manipur,NER,24.6637,93.9063,wind,0.0
2020,Meghalaya,NER,25.467,91.3662,wind,0.0
2020,Mizoram,NER,23.1645,92.9376,wind,0.0
2020,Nagaland,NER,26.1584,94.5624,wind,0.0
2020,Tripura,NER,23.9408,91.9882,wind,0.0
2020,Chandigarh,NR,30.7333,76.7794,solar,13.33
2020,Delhi,NR,28.7041,77.1025,solar,136.3
2020,Haryana,NR,29.0588,76.0856,solar,125.14
2020,Himachal Pradesh,NR,31.1048,77.1734,solar,11.66
2020,Jammu and Kashmir,NR,33.7782,76.5762,solar,0.0
2020,Ladkh,NR,34.1526,77.5771,solar,0.0
2020,Punjab,NR,31.1471,75.3412,solar,1358.22
2020,Rajasthan,WR,27.0238,74.2179,solar,7776.56
2020,Uttar Pradesh,NR,26.8467,80.9462,solar,1447.05
2020,Uttarakhand,NR,30.0668,79.0193,solar,341.51
2020,Chhattisgarh,WR,21.2787,81.8661,solar,326.42
2020,Gujarat,WR,22.2587,71.1924,solar,3631.86
2020,Madhya Pradesh,WR,22.9734,78.6569,solar,3496.23
2020,Maharashtra,WR,19.7515,75.7139,solar,2372.68
2020,Dadra and Nagar Haveli,WR,20.1809,73.0169,solar,6.19
2020,Daman and Diu,WR,20.4283,72.8397,solar,21.83
2020,Goa,WR,15.2993,74.124,solar,0.82
2020,Andhra Pradesh,SR,15.9129,79.74,solar,5855.11
2020,Telangana,SR,18.1124,79.0193,solar,6263.92
2020,Karnataka,SR,15.3173,75.7139,solar,11221.2
2020,Kerala,SR,10.8505,76.2711,solar,143.59
2020,Tamil Nadu,SR,11.1271,78.6569,solar,4946.63
2020,Lakshadweep,SR,10.5667,72.6417,solar,0.66
2020,Puducherry,SR,11.9416,79.8083,solar,4.14
2020,Andaman Nicobar,IS,11.7401,92.6586,solar,11.6
2020,Bihar,ER,25.0961,85.3131,solar,160.16
2020,Jharkhand,ER,23.6102,85.2799,solar,17.47
2020,Odisha,ER,20.9517,85.0985,solar,362.29
2020,Sikkim,ER,27.533,88.5122,solar,0.0
2020,West Bengal,ER,22.9868,87.855,solar,64.29
2020,Arunachal Pradesh,NER,28.218,94.7278,solar,1.6
2020,Assam,NER,26.2006,92.9376,solar,6.14
2020,Manipur,NER,24.6637,93.9063,solar,2.63
2020,Meghalaya,NER,25.467,91.3662,solar,0.0
2020,Mizoram,NER,23.1645,92.9376,solar,0.44
2020,Nagaland,NER,26.1584,94.5624,solar,0.0
2020,Tripura,NER,23.9408,91.9882,solar,3.43
2020,Chandigarh,NR,30.7333,76.7794,small_hydro,0.0
2020,Delhi,NR,28.7041,77.1025,small_hydro,0.0
2020,Haryana,NR,29.0588,76.0856,small_hydro,326.89
2020,Himachal Pradesh,NR,31.1048,77.1734,small_hydro,2155.58
2020,Jammu and Kashmir,NR,33.7782,76.5762,small_hydro,443.13
